50	2000	2.3965	0.000114719
50	2001	2.3974	0.000114814
50	2002	2.3981	0.000114733
50	2003	2.3988	0.000114661
50	2004	2.3999	0.000114787
50	2005	2.4008	0.000114950
50	2006	2.4015	0.000114689
50	2007	2.4025	0.000114844
50	2008	2.4032	0.000114785
50	2009	2.4040	0.000114795
50	2010	2.4048	0.000114749
50	2011	2.4056	0.000114793
50	2012	2.4063	0.000114768
50	2013	2.4071	0.000114791
50	2014	2.4080	0.000114759
50	2015	2.4100	0.000116038
50	2016	2.4113	0.000115824
50	2017	2.4128	0.000116959
51	2000	2.4137	0.000117272
51	2001	2.4142	0.000116706
51	2002	2.4148	0.000116682
51	2003	2.4157	0.000116379
51	2004	2.4171	0.000116783
51	2005	2.4178	0.000116746
51	2006	2.4189	0.000116836
51	2007	2.4194	0.000116511
51	2008	2.4194	0.000116359
51	2009	2.4208	0.000117033
51	2010	2.4211	0.000116244
51	2011	2.4220	0.000116323
51	2012	2.4230	0.000116436
51	2013	2.4238	0.000116381
51	2014	2.4247	0.000116728
51	2015	2.4256	0.000116552
51	2016	2.4260	0.000116469
51	2017	2.4277	0.000116845
52	2000	2.4283	0.000116835
52	2001	2.4289	0.000116785
52	2002	2.4298	0.000116819
52	2003	2.4305	0.000116508
52	2004	2.4309	0.000116467
52	2005	2.4321	0.000116651
52	2006	2.4330	0.000116530
52	2007	2.4339	0.000116678
52	2008	2.4348	0.000116665
52	2009	2.4354	0.000116719
52	2010	2.4362	0.000116593
52	2011	2.4374	0.000116880
52	2012	2.4382	0.000116926
52	2013	2.4387	0.000116844
52	2014	2.4396	0.000116626
52	2015	2.4403	0.000116714
52	2016	2.4412	0.000116723
52	2017	2.4420	0.000116745
53	2000	2.4427	0.000116724
53	2001	2.4437	0.000116838
53	2002	2.4444	0.000116771
53	2003	2.4453	0.000116663
53	2004	2.4459	0.000116564
53	2005	2.4467	0.000116618
53	2006	2.4477	0.000116619
53	2007	2.4486	0.000116753
53	2008	2.4494	0.000116770
53	2009	2.4503	0.000116713
53	2010	2.4511	0.000116676
53	2011	2.4519	0.000116698
53	2012	2.4527	0.000116687
53	2013	2.4534	0.000116701
53	2014	2.4542	0.000116678
53	2015	2.4549	0.000116731
53	2016	2.4557	0.000116701
53	2017	2.4566	0.000116690
54	2000	2.4573	0.000116627
54	2001	2.4581	0.000116644
54	2002	2.4591	0.000116648
54	2003	2.4598	0.000116696
54	2004	2.4607	0.000116672
54	2005	2.4615	0.000116764
54	2006	2.4625	0.000116758
54	2007	2.4633	0.000116627
54	2008	2.4639	0.000116680
54	2009	2.4649	0.000116694
54	2010	2.4656	0.000116704
54	2011	2.4666	0.000116669
54	2012	2.4673	0.000116610
54	2013	2.4680	0.000116728
54	2014	2.4688	0.000116650
54	2015	2.4696	0.000116658
54	2016	2.4703	0.000116606
54	2017	2.4711	0.000116641
55	2000	2.4720	0.000116644
55	2001	2.4727	0.000116653
55	2002	2.4736	0.000116615
55	2003	2.4745	0.000116670
55	2004	2.4753	0.000116617
55	2005	2.4762	0.000116699
55	2006	2.4770	0.000116611
55	2007	2.4778	0.000116659
55	2008	2.4787	0.000116692
55	2009	2.4794	0.000116674
55	2010	2.4802	0.000116615
55	2011	2.4810	0.000116642
55	2012	2.4819	0.000116669
55	2013	2.4827	0.000116638
55	2014	2.4836	0.000116583
55	2015	2.4842	0.000116621
55	2016	2.4852	0.000116720
55	2017	2.4859	0.000116702
56	2000	2.4866	0.000116614
56	2001	2.4875	0.000116637
56	2002	2.4884	0.000116619
56	2003	2.4891	0.000116539
56	2004	2.4899	0.000116631
56	2005	2.4907	0.000116664
56	2006	2.4916	0.000116557
56	2007	2.4924	0.000116592
56	2008	2.4932	0.000116571
56	2009	2.4941	0.000116530
56	2010	2.4949	0.000116539
56	2011	2.4959	0.000116613
56	2012	2.4966	0.000116662
56	2013	2.4973	0.000116663
56	2014	2.4981	0.000116635
56	2015	2.4989	0.000116626
56	2016	2.4996	0.000116588
56	2017	2.5006	0.000116633
57	2000	2.5011	0.000116609
57	2001	2.5020	0.000116574
57	2002	2.5029	0.000116649
57	2003	2.5038	0.000116606
57	2004	2.5045	0.000116549
57	2005	2.5055	0.000116601
57	2006	2.5062	0.000116628
57	2007	2.5071	0.000116665
57	2008	2.5077	0.000116592
57	2009	2.5089	0.000116603
57	2010	2.5095	0.000116655
57	2011	2.5104	0.000116651
57	2012	2.5112	0.000116575
57	2013	2.5120	0.000116728
57	2014	2.5128	0.000116683
57	2015	2.5136	0.000116686
57	2016	2.5143	0.000116674
57	2017	2.5152	0.000116606
58	2000	2.5159	0.000116599
58	2001	2.5167	0.000116631
58	2002	2.5175	0.000116609
58	2003	2.5185	0.000116637
58	2004	2.5193	0.000116664
58	2005	2.5202	0.000116627
58	2006	2.5209	0.000116611
58	2007	2.5218	0.000116604
58	2008	2.5226	0.000116547
58	2009	2.5234	0.000116599
58	2010	2.5243	0.000116586
58	2011	2.5251	0.000116631
58	2012	2.5258	0.000116641
58	2013	2.5266	0.000116652
58	2014	2.5274	0.000116608
58	2015	2.5282	0.000116584
58	2016	2.5291	0.000116534
58	2017	2.5298	0.000116655
59	2000	2.5306	0.000116503
59	2001	2.5314	0.000116556
59	2002	2.5321	0.000116604
59	2003	2.5331	0.000116719
59	2004	2.5340	0.000116695
59	2005	2.5348	0.000116645
59	2006	2.5357	0.000116588
59	2007	2.5364	0.000116547
59	2008	2.5372	0.000116635
59	2009	2.5382	0.000116644
59	2010	2.5388	0.000116534
59	2011	2.5397	0.000116620
59	2012	2.5405	0.000116639
59	2013	2.5412	0.000116663
59	2014	2.5422	0.000116554
59	2015	2.5428	0.000116666
59	2016	2.5436	0.000116586
59	2017	2.5445	0.000116734
60	2000	2.5453	0.000116606
60	2001	2.5461	0.000116734
60	2002	2.5468	0.000116613
60	2003	2.5478	0.000116616
60	2004	2.5486	0.000116608
60	2005	2.5494	0.000116617
60	2006	2.5503	0.000116630
60	2007	2.5512	0.000116656
60	2008	2.5520	0.000116647
60	2009	2.5527	0.000116690
60	2010	2.5536	0.000116675
60	2011	2.5544	0.000116645
60	2012	2.5552	0.000116704
60	2013	2.5560	0.000116665
60	2014	2.5568	0.000116586
60	2015	2.5576	0.000116651
60	2016	2.5584	0.000116659
60	2017	2.5592	0.000116659
61	2000	2.5600	0.000116628
61	2001	2.5608	0.000116590
61	2002	2.5617	0.000116564
61	2003	2.5625	0.000116678
61	2004	2.5634	0.000116694
